bio_4,bio_9,bio_13,bio_14,bio_18,bio_19,DEM,slope,aspect,ndvi,dome_slep,presence,decimalLatitude,decimalLongitude,lulc_10.0,lulc_20.0,lulc_30.0,lulc_40.0,lulc_50.0,lulc_60.0,lulc_80.0,lulc_90.0,lulc_95.0,lat_block,lon_block,block_id
148.02232,26.033333,243.0,4.0,317.0,41.0,1562.253662109375,0.117778368294239,213.352294921875,0.6307396975425331,183.9996871849416,1,14.083563,100.53144,True,False,False,False,False,False,False,False,False,14,100,14_100
128.52898,26.9,283.0,5.0,353.0,60.0,85.88184356689453,0.2996403574943542,94.59349060058594,0.7765899810964084,25.73366630865848,1,13.760091,100.48264,True,False,False,False,False,False,False,False,False,13,100,13_100
121.36535,26.316668,209.0,9.0,188.0,131.0,1.9969236850738523,0.0172038804739713,93.62975311279295,0.2154829222011385,0.03435483639365286,1,12.455106,99.9721,False,False,False,False,False,False,True,False,False,12,99,12_99
99.410194,25.7,404.0,6.0,462.0,68.0,726.684326171875,0.0873307585716247,230.0655975341797,0.7484752362948961,63.46189344669979,1,12.841041,102.12336,True,False,False,False,False,False,False,False,False,12,102,12_102
128.4958,26.666666,299.0,7.0,383.0,63.0,5.139613628387451,0.2979472875595093,182.0466766357422,0.6313933837429112,1.5313339396819288,1,13.619825,100.77979,True,False,False,False,False,False,False,False,False,13,100,13_100
62.20688,25.583334,263.0,93.0,568.0,505.0,4.83152961730957,0.0110050421208143,268.4823303222656,0.3614479674796748,0.05317118694645361,1,4.335456,102.39464,False,False,False,False,False,False,True,False,False,4,102,4_102
153.43538,26.333334,227.0,4.0,213.0,46.0,2.817724227905273,0.0172038804739713,93.62975311279295,0.3435285984848485,0.048475790825495385,1,14.357073,100.56052,False,False,False,False,False,False,True,False,False,14,100,14_100
259.33008,15.849999,243.0,6.0,377.0,33.0,649.6451416015625,0.2308053970336914,35.224613189697266,0.704618336483932,149.9416048383573,1,19.8826,99.0469,True,False,False,False,False,False,False,False,False,19,99,19_99
62.68003,25.65,261.0,92.0,561.0,499.0,5.038113594055176,0.0100923534482717,181.61260986328125,0.3943875236294896,0.050846423103747276,1,4.321101,102.38608,False,False,False,True,False,False,False,False,False,4,102,4_102
131.26712,26.2,243.0,4.0,289.0,69.0,12.38954257965088,0.0129510909318923,184.23263549804688,0.6100687140115163,0.16045809255361004,1,13.491701,100.26823,False,False,False,False,False,False,True,False,False,13,100,13_100
182.51195,20.966667,236.0,2.0,354.0,42.0,1.2150145769119265,0.0172038804739713,93.62975311279295,0.195521,0.020902965555325594,1,14.383977,101.351395,False,False,False,False,False,False,True,False,False,14,101,14_101
39.1965,27.066666,270.0,110.0,494.0,681.0,758.4949951171875,0.2308053970336914,35.224613189697266,0.6655366729678639,175.06473849609029,1,3.223611,101.316666,True,False,False,False,False,False,False,False,False,3,101,3_101
132.29329,26.433332,216.0,3.0,217.0,89.0,6.967689037322998,0.0172038804739713,93.62975311279295,0.2744618147448015,0.11987128937790502,1,13.09553,100.06004,False,False,False,False,True,False,False,False,False,13,100,13_100
280.49033,19.916666,235.0,4.0,356.0,28.0,6.498045921325684,0.0135219236835837,192.32061767578125,0.4427616257088848,0.08786608104058823,1,19.416937,98.908585,False,False,False,True,False,False,False,False,False,19,98,19_98
102.22801,26.616667,252.0,11.0,300.0,203.0,45.245155334472656,0.2979472875595093,182.0466766357422,0.3114652173913043,13.48067130711479,1,10.768556,104.81094,False,False,False,False,True,False,False,False,False,10,104,10_104
104.579796,26.05,246.0,1.0,458.0,34.0,308.3309326171875,0.123499110341072,5.85466194152832,0.4292476370510397,38.07859586885567,1,10.485111,106.87706,False,False,False,False,True,False,False,False,False,10,106,10_106
285.22284,20.25,235.0,4.0,357.0,28.0,842.484375,0.0689630135893821,296.6288452148437,0.7521198487712666,58.10026140196709,1,19.403564,98.921196,True,False,False,False,False,False,False,False,False,19,98,19_98
127.60839,26.8,311.0,7.0,393.0,63.0,4.961014270782471,0.0172038804739713,93.62975311279295,0.4264816733067729,0.08534869654420751,1,13.691616,100.663237,False,False,False,False,False,False,False,False,True,13,100,13_100
84.70537,26.133333,339.0,11.0,637.0,150.0,2.034238815307617,0.0172038804739713,93.62975311279295,0.1393533081285444,0.03499680143406523,1,8.634128,104.743867,False,False,False,False,True,False,False,False,False,8,104,8_104
127.04913,26.916668,278.0,6.0,349.0,58.0,340.9262084960937,0.1838097423315048,168.2295684814453,0.5106809073724008,62.66555853772386,1,13.81008,100.525719,True,False,False,False,False,False,False,False,False,13,100,13_100
112.64049,27.783333,262.0,10.0,287.0,168.0,4.2890825271606445,0.0827439203858375,259.7090148925781,0.5200291115311909,0.3548955031556671,1,11.210397,105.58411,False,False,False,False,True,False,False,False,False,11,105,11_105
31.658705,27.55,298.0,132.0,643.0,689.0,267.6104431152344,0.0151353059336543,222.8592529296875,0.7208100189035916,4.050365927589863,1,3.137905,101.73394,True,False,False,False,False,False,False,False,False,3,101,3_101
268.70905,22.2,195.0,2.0,328.0,18.0,6.796141624450684,0.0110050421208143,268.4823303222656,0.6286470699432893,0.07479182483609909,1,18.766981,98.99955,False,False,False,False,False,False,True,False,False,18,98,18_98
54.360973,24.65,332.0,68.0,570.0,538.0,5.51608943939209,0.0110050421208143,268.4823303222656,0.6569168241965974,0.060704796622688885,1,6.0,100.966667,False,False,False,False,False,False,False,False,True,6,100,6_100
123.71996,27.1,282.0,5.0,353.0,54.0,7.881352424621582,0.0110050421208143,268.4823303222656,0.4775141776937618,0.08673461540194241,1,13.80982,100.552597,False,False,False,False,False,False,True,False,False,13,100,13_100
